序号,代码,名称,第二板日期,买入日,买入价,卖出日,卖出价,净收益率,回调等待天数,第二板成交额(亿)
323,688533,上声电子,20211105,20211119,36.538,20211124,48.516,32.6806%,10,2.21
324,002354,天娱数科,20211108,20211117,3.582,20211122,3.488,-2.7114%,7,0.35
325,300148,天舟文化,20211108,20211115,4.922,20211118,4.568,-7.3067%,5,16.42
326,603386,骏亚科技,20211108,20211117,17.244,20211122,17.634,2.1650%,7,0.31
327,605333,沪光股份,20211108,20211126,23.412,20211201,23.408,-0.1146%,14,0.36
328,000546,金圆股份,20211109,20211117,12.336,20211122,13.163,6.6059%,6,4.37
329,002073,软控股份,20211109,20211116,9.189,20211119,8.830,-4.0071%,5,4.37
330,002193,ST如意,20211109,20211129,7.453,20211202,8.415,12.8089%,14,1.11
331,600336,澳柯玛,20211109,20211115,8.704,20211118,9.285,6.5749%,4,8.24
332,603026,石大胜华,20211109,20211115,197.419,20211118,191.224,-3.2377%,4,21.86
333,603088,宁波精达,20211109,20211116,8.248,20211119,8.576,3.8717%,5,0.15
334,603192,汇得科技,20211109,20211123,31.926,20211126,29.972,-6.2203%,10,0.72
335,603917,合力科技,20211109,20211123,21.211,20211126,21.899,3.1458%,10,2.95
336,605183,确成股份,20211109,20211115,18.478,20211118,17.050,-7.8267%,4,3.40
337,002254,泰和新材,20211110,20211116,18.632,20211119,19.103,2.4286%,4,12.42
338,002395,双象股份,20211110,20211117,11.216,20211122,10.605,-5.5470%,5,0.83
339,603595,ST东尼,20211110,20211124,44.376,20211129,45.551,2.5479%,10,3.53
340,603617,君禾股份,20211110,20211119,8.361,20211124,8.625,3.0516%,7,1.24
341,000688,国城矿业,20211111,20211125,13.354,20211130,13.180,-1.3975%,10,4.28
342,002943,宇晶股份,20211111,20211206,18.161,20211209,22.825,25.5786%,12,0.91
343,300998,宁波方正,20211111,20211119,44.985,20211124,46.480,3.2217%,6,2.39
344,603229,奥翔药业,20211111,20211118,12.371,20211123,13.768,11.1918%,5,1.02
345,605289,罗曼股份,20211111,20211117,16.599,20211122,16.595,-0.1277%,4,1.33
346,000732,ST泰禾,20211112,20211118,2.131,20211123,2.099,-1.6070%,4,3.86
347,002047,宝鹰股份,20211112,20211119,3.502,20211124,3.498,-0.2000%,5,1.62
348,002309,中利集团,20211112,20211119,7.744,20211124,9.355,20.7094%,5,3.09
349,002565,顺灏股份,20211112,20211117,3.987,20211122,3.883,-2.7069%,3,4.07
350,002865,钧达股份,20211112,20211125,40.692,20211130,44.234,8.6032%,9,2.63
351,002885,京泉华,20211112,20211119,16.616,20211124,17.613,5.8994%,5,0.87
352,300081,ST恒信,20211112,20211126,15.338,20211201,14.503,-5.5436%,10,25.95
353,600566,济川药业,20211112,20211117,12.636,20211122,11.804,-6.6859%,3,0.83
354,603301,振德医疗,20211112,20211122,39.971,20211125,40.871,2.1506%,6,7.06
355,688676,金盘科技,20211112,20211122,32.805,20211125,29.954,-8.7918%,6,4.76
356,002139,拓邦股份,20211115,20211202,20.043,20211207,19.883,-0.8981%,13,18.99
357,002405,四维图新,20211115,20211122,15.602,20211125,15.016,-3.8515%,5,46.04
358,002576,通达动力,20211115,20211122,19.918,20211125,18.919,-5.1177%,5,3.57
359,300199,翰宇药业,20211115,20211119,8.704,20211124,8.226,-5.5968%,4,0.50
360,300640,德艺文创,20211115,20211119,6.039,20211124,6.073,0.4621%,4,4.52
361,600237,铜峰电子,20211115,20211126,6.893,20211201,8.196,18.7941%,9,4.99
362,600389,江山股份,20211115,20211119,25.156,20211124,29.135,15.7210%,4,5.00
363,601126,四方股份,20211115,20211203,20.365,20211208,21.364,4.8061%,14,21.02
364,603286,日盈电子,20211115,20211122,21.111,20211125,26.127,23.6624%,5,0.39
365,605133,嵘泰股份,20211115,20211126,21.541,20211201,24.687,14.5043%,9,2.28
366,002432,九安医疗,20211116,20211206,14.970,20211209,13.426,-10.4150%,14,0.97
367,002510,天汽模,20211116,20211119,4.572,20211124,4.728,3.2976%,3,0.56
368,002728,特一药业,20211116,20211122,5.979,20211125,6.437,7.5567%,4,1.35
369,002852,道道全,20211116,20211122,15.447,20211125,15.091,-2.4000%,4,3.16
370,002943,宇晶股份,20211116,20211206,18.161,20211209,22.825,25.5786%,9,0.21
371,603458,勘设股份,20211116,20211122,12.118,20211125,12.116,-0.1175%,4,2.77
372,603703,盛洋科技,20211116,20211126,15.337,20211201,16.358,6.5582%,8,0.15
373,605198,安德利,20211116,20211122,19.200,20211125,20.190,5.0579%,4,0.95
374,002056,横店东磁,20211117,20211122,14.212,20211125,16.907,18.8588%,3,28.53
375,002487,大金重工,20211117,20211124,44.837,20211129,50.790,13.1750%,5,20.59
376,600423,ST柳化,20211117,20211123,3.882,20211126,4.078,4.9495%,4,0.68
377,603606,东方电缆,20211117,20211124,45.485,20211129,44.247,-2.8215%,5,12.95
378,603917,合力科技,20211117,20211123,21.211,20211126,21.899,3.1458%,4,3.86
379,002131,利欧股份,20211118,20211124,2.719,20211129,2.317,-14.9019%,4,4.41
380,002270,华明装备,20211118,20211129,8.521,20211202,9.042,6.0167%,7,2.17
381,002717,ST岭南,20211118,20211126,3.302,20211201,3.178,-3.8327%,6,11.23
382,002756,永兴材料,20211118,20211125,96.094,20211130,102.387,6.4485%,5,19.46
383,600338,西藏珠峰,20211118,20211203,36.643,20211208,33.698,-8.1374%,11,17.89
384,600499,科达制造,20211118,20211130,24.234,20211203,22.621,-6.7577%,8,23.27
385,601890,亚星锚链,20211118,20211126,8.739,20211201,9.000,2.8880%,6,9.35
386,605222,起帆电缆,20211118,20211124,27.923,20211129,26.546,-5.0323%,4,8.99
387,002418,康盛股份,20211119,20211126,4.132,20211201,4.048,-2.1351%,5,3.52
388,600556,天下秀,20211119,20211126,12.467,20211201,12.495,0.1207%,5,16.28
389,600691,潞化科技,20211119,20211130,5.163,20211203,5.697,10.2547%,7,9.97
390,603916,苏博特,20211119,20211125,20.280,20211130,20.040,-1.2842%,4,8.21
391,000628,高新发展,20211122,20211130,9.993,20211203,9.473,-5.3010%,6,1.76
392,002505,鹏都农牧,20211122,20211203,4.122,20211208,4.168,1.0124%,9,11.60
393,002664,信质集团,20211122,20211129,23.762,20211202,23.418,-1.5460%,5,7.98
394,002920,德赛西威,20211122,20211129,124.298,20211202,128.892,3.5955%,5,9.00
395,003038,鑫铂股份,20211122,20211126,34.772,20211201,38.613,10.9441%,4,2.04
396,300943,春晖智控,20211122,20211129,21.718,20211202,23.775,9.3726%,5,3.44
397,301022,海泰科,20211122,20211130,52.554,20211203,43.190,-17.9175%,6,4.15
398,600152,维科技术,20211122,20211129,8.424,20211202,9.145,8.4612%,5,3.26
399,600860,京城股份,20211122,20211201,8.804,20211206,12.894,46.3444%,7,3.18
400,603667,五洲新春,20211122,20211126,17.639,20211201,18.151,2.8033%,4,5.44
401,603895,天永智能,20211122,20211129,22.001,20211202,23.438,6.4328%,5,1.43
402,002667,ST威领,20211123,20211207,28.594,20211210,19.310,-32.5678%,10,5.21
403,002860,星帅尔,20211123,20211129,18.307,20211202,17.781,-2.9734%,4,4.39
404,002923,润都股份,20211123,20211130,19.861,20211203,14.173,-28.7392%,5,2.11
405,300364,中文在线,20211123,20211129,12.326,20211202,13.193,6.9358%,4,23.85
406,600212,绿能慧充,20211123,20211129,4.422,20211202,4.478,1.1562%,4,0.13
407,600843,上工申贝,20211123,20211129,6.435,20211202,6.679,3.6830%,4,2.39
408,603416,信捷电气,20211123,20211129,49.870,20211202,50.800,1.7642%,4,3.51
409,605399,晨光新材,20211123,20211130,29.969,20211203,25.781,-14.0740%,5,3.37
410,000795,英洛华,20211124,20211203,9.035,20211208,8.056,-10.9312%,7,6.13
411,000812,陕西金叶,20211124,20211208,5.955,20211213,6.989,17.2557%,10,5.22
412,300220,金运激光,20211124,20211203,21.641,20211208,19.920,-8.0515%,7,8.20
413,300224,正海磁材,20211124,20211202,20.423,20211207,18.884,-7.6387%,6,21.97
414,300907,康平科技,20211124,20211201,37.519,20211206,34.992,-6.8333%,5,2.87
415,603529,爱玛科技,20211124,20211130,18.977,20211203,18.564,-2.2803%,4,1.74
416,000838,ST发展,20211125,20211203,4.212,20211208,4.108,-2.5729%,6,2.57
417,002269,美邦服饰,20211125,20211201,2.601,20211206,2.499,-4.0423%,4,6.21
418,002317,众生药业,20211125,20211202,10.529,20211207,9.089,-13.7744%,5,0.93
419,003019,宸展光电,20211125,20211201,23.399,20211206,19.766,-15.6247%,4,4.63
420,600318,新力金融,20211125,20211206,11.696,20211209,12.084,3.2184%,7,0.23
421,600587,新华医疗,20211125,20211202,17.878,20211207,17.999,0.5772%,5,6.73
422,603398,ST沐邦,20211125,20211207,17.369,20211210,17.271,-0.6603%,8,4.71
423,603518,锦泓集团,20211125,20211201,12.288,20211206,12.066,-1.9081%,4,3.21
424,002264,新华都,20211126,20211213,5.606,20211216,5.180,-7.6884%,11,1.95
425,002350,北京科锐,20211126,20211201,8.764,20211206,8.426,-3.9633%,3,9.41
426,002667,ST威领,20211126,20211207,28.594,20211210,19.310,-32.5678%,7,4.52
427,600351,亚宝药业,20211126,20211203,6.443,20211208,6.167,-4.3883%,5,3.89
428,600479,千金药业,20211126,20211206,8.404,20211209,8.926,6.1033%,6,6.02
429,605116,奥锐特,20211126,20211203,16.051,20211208,15.055,-6.3024%,5,0.69
430,002300,太阳电缆,20211129,20211202,7.182,20211207,7.274,1.1918%,3,7.20
431,002374,中锐股份,20211129,20211208,3.892,20211213,5.427,39.3492%,7,2.58
432,002537,海联金汇,20211129,20211206,6.953,20211209,6.667,-4.2247%,5,6.58
433,002805,丰元股份,20211129,20211207,32.930,20211210,28.179,-14.5291%,6,1.44
434,002243,力合科创,20211130,20211206,12.056,20211209,12.624,4.6085%,4,3.72
435,002432,九安医疗,20211130,20211206,14.970,20211209,13.426,-10.4150%,4,7.63
436,002581,ST未名,20211130,20211206,19.120,20211209,20.130,5.1845%,4,12.79
437,002935,天奥电子,20211130,20211203,16.713,20211208,16.938,1.2413%,3,3.42
438,300165,天瑞仪器,20211130,20211206,6.773,20211209,6.337,-6.5452%,4,6.32
439,300412,迦南科技,20211130,20211208,7.527,20211213,6.838,-9.2564%,6,3.82
440,600335,国机汽车,20211130,20211214,9.373,20211217,9.733,3.7457%,10,7.44
441,600847,万里股份,20211130,20211220,18.809,20211223,17.491,-7.1079%,14,0.34
442,603031,安孚科技,20211130,20211210,22.524,20211215,23.129,2.5868%,8,1.57
443,603192,汇得科技,20211130,20211206,38.414,20211209,34.517,-10.2459%,4,2.24
444,603982,泉峰汽车,20211130,20211206,45.409,20211209,42.085,-7.4196%,4,4.18
445,002322,理工能科,20211201,20211208,10.249,20211213,10.489,2.2381%,5,1.61
446,002584,西陇科学,20211201,20211207,7.781,20211210,7.203,-7.5219%,4,2.85
447,002803,吉宏股份,20211201,20211207,17.898,20211210,17.490,-2.3779%,4,5.81
448,002922,伊戈尔,20211201,20211208,24.671,20211213,22.598,-8.5050%,5,18.47
449,600421,退市华嵘,20211201,20211207,9.725,20211210,9.325,-4.2083%,4,0.59
450,603499,翔港科技,20211201,20211207,4.037,20211210,4.114,1.8055%,4,0.33
451,605133,嵘泰股份,20211201,20211207,21.856,20211210,22.249,1.6979%,4,1.72
452,000503,国新健康,20211202,20211213,9.585,20211216,11.444,19.3004%,7,2.68
453,000812,陕西金叶,20211202,20211208,5.955,20211213,6.989,17.2557%,4,14.85
454,002009,天奇股份,20211202,20211208,23.712,20211213,24.178,1.8655%,4,13.77
455,002336,人乐退,20211202,20211209,5.183,20211214,4.928,-5.0214%,5,0.81
456,002490,山东墨龙,20211202,20211213,5.113,20211216,5.037,-1.5684%,7,1.68
457,002600,领益智造,20211202,20211207,7.269,20211210,7.231,-0.6125%,3,43.43
458,300742,越博退,20211202,20211208,22.728,20211213,21.617,-4.9889%,4,4.69
459,600235,民丰特纸,20211202,20211208,5.381,20211213,5.535,2.7722%,4,2.00
460,600356,恒丰纸业,20211202,20211207,6.904,20211210,6.788,-1.7923%,3,3.70
461,600860,京城股份,20211202,20211224,21.311,20211229,19.480,-8.6891%,15,3.29
462,603637,镇海股份,20211202,20211214,9.553,20211217,11.322,18.4241%,8,0.90
463,000860,顺鑫农业,20211203,20211213,38.814,20211216,37.406,-3.7278%,6,30.02
464,002232,启明信息,20211203,20211222,27.040,20211227,24.124,-10.8827%,13,3.53
465,002708,光洋股份,20211203,20211213,7.204,20211216,6.847,-5.0562%,6,3.59
466,002970,锐明技术,20211203,20211209,42.451,20211214,43.318,1.9426%,4,4.22
467,600742,富维股份,20211203,20211208,12.126,20211213,11.514,-5.1455%,3,6.77
468,600807,济高发展,20211203,20211210,4.082,20211215,4.018,-1.6691%,5,0.47
469,603779,威龙股份,20211203,20211215,9.166,20211220,9.286,1.2177%,8,2.36
470,000756,新华制药,20211206,20211210,9.230,20211215,8.371,-9.4048%,4,7.51
471,002609,捷顺科技,20211206,20211210,9.586,20211215,9.696,1.0513%,4,3.03
472,605369,拱东医疗,20211206,20211213,60.711,20211216,63.768,4.9349%,5,2.06
473,000736,中交发展,20211207,20211214,5.953,20211217,6.047,1.4790%,5,0.88
474,002265,建设工业,20211207,20211229,25.537,20220104,24.792,-3.0180%,16,0.03
475,002725,跃岭股份,20211207,20211222,12.733,20211227,10.982,-13.8580%,11,0.94
476,600638,新黄浦,20211207,20211213,5.401,20211216,5.355,-0.9402%,4,0.78
477,600698,湖南天雁,20211207,20211224,5.833,20211229,5.257,-9.9672%,13,0.37
478,603335,迪生力,20211207,20211216,7.820,20211221,8.542,9.1305%,7,0.34
479,603701,德宏股份,20211207,20211213,11.371,20211216,10.340,-9.1659%,4,3.87
480,000599,青岛双星,20211208,20211214,4.242,20211217,4.278,0.7425%,4,0.63
481,002825,纳尔股份,20211208,20211214,10.351,20211217,10.994,6.1054%,4,0.90
482,002886,沃特股份,20211208,20211214,32.907,20211217,32.675,-0.8074%,4,6.59
483,603178,圣龙股份,20211208,20211210,17.304,20211215,16.627,-4.0123%,2,6.19
484,000595,新能股份,20211209,20211222,3.522,20211227,3.198,-9.2818%,9,0.27
485,000889,中嘉博创,20211209,20211214,3.462,20211217,4.018,15.9688%,3,5.65
486,000962,东方钽业,20211209,20211215,12.373,20211220,12.031,-2.8657%,4,8.09
487,002101,广东鸿图,20211209,20211216,10.370,20211221,11.709,12.8116%,5,5.01
488,002699,ST美盛,20211209,20211222,7.704,20211227,6.857,-11.0981%,9,5.91
489,002813,路畅科技,20211209,20211214,28.644,20211217,27.536,-3.9684%,3,5.49
490,002943,宇晶股份,20211209,20220104,25.293,20220107,21.908,-13.4818%,7,0.69
491,002945,华林证券,20211209,20211216,13.130,20211221,15.145,15.2536%,5,6.75
492,600148,长春一东,20211209,20211216,15.551,20211221,19.833,27.4376%,5,0.87
493,601212,白银有色,20211209,20211215,3.110,20211220,3.106,-0.2000%,4,9.35
494,000892,欢瑞世纪,20211210,20211223,4.102,20211228,3.878,-5.5604%,9,1.56
495,002232,启明信息,20211210,20211222,27.040,20211227,24.124,-10.8827%,8,8.93
496,002374,中锐股份,20211210,20211224,7.214,20211229,8.496,17.6740%,10,3.22
497,300860,锋尚文化,20211210,20211221,59.385,20211224,59.067,-0.6342%,7,4.82
498,600371,万向德农,20211210,20211216,11.846,20211221,14.543,22.6657%,4,4.43
499,601798,蓝科高新,20211210,20211223,10.805,20211228,9.795,-9.4500%,9,0.16
500,605255,天普股份,20211210,20211216,16.913,20211221,16.617,-1.8546%,4,0.37
501,000838,ST发展,20211213,20211224,7.874,20211229,7.626,-3.2465%,9,2.61
502,002354,天娱数科,20211213,20211220,4.752,20211223,4.858,2.1135%,5,6.21
503,002590,万安科技,20211213,20211217,9.785,20211222,10.665,8.8912%,4,0.41
504,002691,ST冀凯,20211213,20211220,5.408,20211223,5.202,-3.8965%,5,0.75
505,300949,奥雅股份,20211213,20211221,49.770,20211224,47.886,-3.8851%,6,2.87
506,601068,中铝国际,20211213,20211223,6.803,20211228,5.717,-16.0664%,8,0.33
507,603598,引力传媒,20211213,20211220,10.515,20211223,11.894,13.0123%,5,2.57
508,605289,罗曼股份,20211213,20211229,21.031,20220104,22.718,7.9223%,12,1.47
509,000411,英特集团,20211214,20211222,11.088,20211227,10.586,-4.6261%,6,1.15
510,000665,湖北广电,20211214,20211228,6.473,20211231,5.877,-9.3098%,10,2.35
511,000812,陕西金叶,20211214,20211224,10.107,20211229,9.497,-6.1334%,8,10.79
512,002432,九安医疗,20211214,20220106,40.853,20220111,48.069,17.5620%,16,15.93
513,002682,龙洲股份,20211214,20211228,7.304,20211231,5.997,-17.9904%,10,0.37
514,002991,甘源食品,20211214,20211227,69.340,20211230,64.933,-6.4559%,9,4.16
515,300612,宣亚国际,20211214,20211229,28.994,20220104,27.906,-3.8540%,11,0.61
516,600396,华电辽能,20211214,20211224,4.322,20211229,3.468,-19.8562%,8,1.37
517,600421,退市华嵘,20211214,20211231,9.385,20220106,9.905,5.4447%,3,1.67
518,601700,风范股份,20211214,20211223,6.874,20211228,6.188,-10.0867%,7,3.68
519,603466,风语筑,20211214,20211228,18.097,20211231,18.833,3.9644%,10,4.13
520,603663,三祥新材,20211214,20211220,9.291,20211223,9.394,1.0157%,4,2.02
521,605050,福然德,20211214,20211222,14.189,20211227,12.826,-9.7095%,6,5.09
522,605128,上海沿浦,20211214,20211229,13.429,20220104,12.902,-4.0257%,11,0.86
523,605151,西上海,20211214,20211220,21.831,20211223,20.630,-5.6024%,4,1.13
524,000533,顺钠股份,20211215,20211223,5.033,20211228,4.438,-11.9178%,6,3.76
525,000595,新能股份,20211215,20211222,3.522,20211227,3.198,-9.2818%,5,1.06
526,000767,晋控电力,20211215,20211221,4.042,20211224,4.148,2.5201%,4,8.01
527,000863,三湘印象,20211215,20211228,3.436,20211231,3.502,1.8365%,9,1.32
528,002357,富临运业,20211215,20211223,6.783,20211228,6.237,-8.1566%,6,0.14
529,003010,若羽臣,20211215,20211222,7.686,20211227,7.210,-6.2860%,5,0.56
530,600234,科新发展,20211215,20211222,11.716,20211227,10.275,-12.3995%,5,0.72
531,603169,兰石重装,20211215,20211227,9.725,20211230,9.085,-6.6750%,8,5.92
532,000409,云鼎科技,20211216,20211227,6.303,20211230,6.387,1.2272%,7,1.62
533,000514,渝开发,20211216,20211224,4.200,20211229,3.956,-5.9112%,6,0.34
534,002263,大东南,20211216,20211224,4.092,20211229,3.908,-4.5965%,6,11.87
535,002587,奥拓电子,20211216,20211222,5.624,20211227,5.258,-6.5981%,4,1.32
536,002628,成都路桥,20211216,20211223,3.799,20211228,3.535,-7.0406%,5,5.19
537,300277,汽轮科技,20211216,20211221,9.909,20211224,10.026,1.0811%,3,9.31
538,600159,大龙地产,20211216,20211227,3.302,20211230,3.048,-7.7681%,7,2.96
539,600188,兖矿能源,20211216,20211221,7.029,20211224,7.954,13.0679%,3,5.61
540,600192,长城电工,20211216,20211224,6.763,20211229,5.797,-14.3869%,6,2.68
541,600318,新力金融,20211216,20211222,14.567,20211227,13.093,-10.2174%,4,11.65
542,600466,ST蓝光,20211216,20211224,2.191,20211229,2.039,-7.0424%,6,1.57
543,600860,京城股份,20211216,20211224,21.311,20211229,19.480,-8.6891%,6,7.71
544,600939,重庆建工,20211216,20211224,4.084,20211229,4.080,-0.2000%,6,3.54
545,603888,新华网,20211216,20211222,15.072,20211227,17.055,13.0635%,4,3.71
546,000552,甘肃能化,20211217,20211227,3.264,20211230,3.030,-7.2438%,6,2.29
547,000753,漳州发展,20211217,20211224,3.517,20211229,3.323,-5.6000%,5,1.69
548,002253,川大智胜,20211217,20211224,18.609,20211229,17.691,-5.0338%,5,0.46
549,002374,中锐股份,20211217,20211224,7.214,20211229,8.496,17.6740%,5,20.88
550,002671,龙泉股份,20211217,20211224,4.902,20211229,4.638,-5.5008%,5,0.36
551,002699,ST美盛,20211217,20211222,7.704,20211227,6.857,-11.0981%,3,25.34
552,002783,凯龙股份,20211217,20211222,10.535,20211227,9.945,-5.7025%,3,2.51
553,002945,华林证券,20211217,20211222,14.360,20211227,13.356,-7.0906%,3,19.77
554,300466,赛摩智能,20211217,20211223,7.114,20211228,6.927,-2.7291%,4,3.24
555,603586,金麒麟,20211217,20211227,12.166,20211230,11.644,-4.3898%,6,0.64
556,000838,ST发展,20211220,20211224,7.874,20211229,7.626,-3.2465%,4,8.04
557,000918,ST嘉凯,20211220,20211227,2.761,20211230,2.519,-8.8869%,5,1.41
558,001202,炬申股份,20211220,20211224,15.076,20211229,14.234,-5.6829%,4,0.71
559,002047,宝鹰股份,20211220,20211227,4.132,20211230,3.938,-4.7958%,5,0.76
560,002173,创新医疗,20211220,20211227,7.344,20211230,9.095,23.7543%,5,0.74
561,002178,延华智能,20211220,20211230,5.703,20220105,5.037,-11.7673%,8,4.65
562,002432,九安医疗,20211220,20220106,40.853,20220111,48.069,17.5620%,12,6.04
563,002629,仁智股份,20211220,20211229,4.612,20220104,4.588,-0.6334%,7,0.04
564,002825,纳尔股份,20211220,20211223,11.898,20211228,12.065,1.3038%,3,0.71
565,003008,开普检测,20211220,20211224,22.334,20211229,20.959,-6.2594%,4,2.69
